"Address","Suffix","Street","Side","On Street","Site ID","X","Y","Latitude","Longitude","Species","DBH","Park Name","Multi-Stem"
3504,"","Cambridge Ave","Front","Cambridge Ave",2373,871759.552781292,1009071.0804212,38.6046933111,-90.3196011605,"Redbud, Eastern (Cercis canadensis)",10," N/A","No"
3508,"","Cambridge Ave","Front","Cambridge Ave",2366,871730.61119624,1009051.90352282,38.6046408088,-90.3197025702,"Plum (Prunus species)",1," N/A","Yes"
3515,"","Cambridge Ave","Front","Cambridge Ave",2336,871695.793031317,1009073.84125591,38.6047012359,-90.319824262,"Redbud, Eastern (Cercis canadensis)",4," N/A","Yes"
3515,"","Cambridge Ave","Front","Cambridge Ave",2347,871678.427493371,1009062.62376173,38.604670527,-90.3198851078,"Redbud, Eastern (Cercis canadensis)",4," N/A","No"
3528,"","Cambridge Ave","Front","Cambridge Ave",2356,871531.596157694,1008940.76122114,38.6043366914,-90.3203997624,"Tulip Tree (Liriodendron tulipifera)",10," N/A","No"
3531,"","Cambridge Ave","Front","Cambridge Ave",2357,871359.657640459,1008875.84982362,38.6041593714,-90.3210018828,"Pine, Scotch (Pinus sylvestris)",14," N/A","No"
3535,"","Cambridge Ave","Side","Kensington Ave",2367,871281.370581948,1008897.7035809,38.6042197989,-90.3212756892,"Yellowwood (Cladrastis kentukea)",13," N/A","No"
3600,"","Cambridge Ave","Front","Cambridge Ave",2344,871221.045075434,1008782.30143346,38.6039032355,-90.3214875755,"Chery, Japanese Flowering (Prunus serrulata)",10," N/A","No"
3600,"","Cambridge Ave","Front","Cambridge Ave",2354,871236.972544698,1008788.10455294,38.6039190854,-90.3214318002,"Chery, Japanese Flowering (Prunus serrulata)",9," N/A","No"
3600,"","Cambridge Ave","Side","Kensington Ave",2054,871297.521862068,1008788.42520228,38.6039196424,-90.3212199143,"Oak, Chinkapin (Quercus muehlenbergii)",8," N/A","No"
3600,"","Cambridge Ave","Side","Kensington Ave",2069,871306.968980389,1008773.65245301,38.603879027,-90.3211869562,"Hornbeam, American (Carpinus caroliniana)",5," N/A","No"
3600,"","Cambridge Ave","Side","Kensington Ave",2079,871313.160837001,1008756.34803976,38.6038314773,-90.3211654066,"Oak, Chinkapin (Quercus muehlenbergii)",9," N/A","No"
3600,"","Cambridge Ave","Side","Kensington Ave",2091,871318.626809185,1008739.76372314,38.6037859088,-90.3211463923,"Hornbeam, American (Carpinus caroliniana)",5," N/A","No"
3600,"","Cambridge Ave","Side","Kensington Ave",2103,871327.705388139,1008728.2370792,38.6037542089,-90.3211147017,"Oak, Chinkapin (Quercus muehlenbergii)",8," N/A","No"
3600,"","Cambridge Ave","Side","Kensington Ave",2109,871334.251100967,1008715.26245112,38.6037185465,-90.3210918844,"Cottonwood, Eastern (Populus deltoides)",7," N/A","No"
3604,"","Cambridge Ave","Front","Cambridge Ave",2321,871181.588614879,1008767.79437528,38.6038636107,-90.3216257463,"Pear, Callery (Pyrus calleryana)",11," N/A","No"
3604,"","Cambridge Ave","Front","Cambridge Ave",2331,871207.286851215,1008778.66709587,38.6038933293,-90.3215357452,"Pear, Callery (Pyrus calleryana)",10," N/A","No"
3611,"","Cambridge Ave","Front","Cambridge Ave",2375,871075.083499375,1008770.47379461,38.6038715357,-90.3219984272,"Pear, Callery (Pyrus calleryana)",16," N/A","No"
3611,"","Cambridge Ave","Front","Cambridge Ave",2384,871067.124636857,1008765.04697223,38.6038566764,-90.3220263149,"Oak, White (Quercus alba)",12," N/A","No"
3613,"","Cambridge Ave","Front","Cambridge Ave",2394,871042.503276254,1008759.22710841,38.6038408265,-90.3221125132,"Redbud, Eastern (Cercis canadensis)",10," N/A","No"
3616,"","Cambridge Ave","Front","Cambridge Ave",2302,871055.960814991,1008731.11389112,38.6037635581,-90.3220656112,"Redbud, Eastern (Cercis canadensis)",10," N/A","No"
3616,"","Cambridge Ave","Front","Cambridge Ave",2311,871081.66893005,1008736.93588039,38.6037794081,-90.32197561,"Pear, Callery (Pyrus calleryana)",12," N/A","No"
3620,"","Cambridge Ave","Front","Cambridge Ave",2282,871010.350929247,1008714.06981785,38.603716999,-90.3222253315,"Maple, Red (Acer rubrum)",4," N/A","No"
3620,"","Cambridge Ave","Front","Cambridge Ave",2290,871029.175039737,1008720.59995414,38.6037348301,-90.3221594152,"Maple, Red (Acer rubrum)",8," N/A","No"
3621,"","Cambridge Ave","Front","Cambridge Ave",2404,870994.36121668,1008740.37437519,38.6037893143,-90.3222811069,"Redbud, Eastern (Cercis canadensis)",1," N/A","Yes"
3621,"","Cambridge Ave","Front","Cambridge Ave",2414,870971.197863994,1008729.86751191,38.6037605863,-90.3223622347,"Sweetbay (Magnolia virginiana)",2," N/A","Yes"
3625,"","Cambridge Ave","Front","Cambridge Ave",2424,870926.660011533,1008720.40162657,38.6037348301,-90.3225181523,"Pear, Callery (Pyrus calleryana)",18," N/A","No"
3626,"","Cambridge Ave","Front","Cambridge Ave",2262,870897.408161331,1008673.8069718,38.6036070399,-90.3226208296,"Maple, Red (Acer rubrum)",7," N/A","No"
3626,"","Cambridge Ave","Front","Cambridge Ave",2270,870918.403703631,1008681.42351537,38.603627843,-90.3225473075,"Maple, Red (Acer rubrum)",9," N/A","No"
3631,"","Cambridge Ave","Front","Cambridge Ave",2434,870872.358957155,1008701.89795385,38.6036843085,-90.3227082955,"Maple, Red (Acer rubrum)",8," N/A","No"
3636,"","Cambridge Ave","Front","Cambridge Ave",2251,870795.677955488,1008642.22444102,38.6035208557,-90.3229770314,"Chery, Japanese Flowering (Prunus serrulata)",10," N/A","No"
3638,"","Cambridge Ave","Front","Cambridge Ave",2243,870768.164715923,1008633.15238042,38.6034960901,-90.3230733706,"Chery, Japanese Flowering (Prunus serrulata)",9," N/A","No"
3714,"","Cambridge Ave","Front","Cambridge Ave",2233,870548.010346621,1008585.46934735,38.6033663182,-90.3238440849,"Redbud, Eastern (Cercis canadensis)",7," N/A","No"
3723,"","Cambridge Ave","Front","Cambridge Ave",2202,870470.815419309,1008604.44176917,38.6034188214,-90.3241140883,"Maple, Red (Acer rubrum)",6," N/A","No"
3726,"","Cambridge Ave","Front","Cambridge Ave",2223,870503.10917352,1008576.36420279,38.6033415526,-90.32400127,"Maple, Red (Acer rubrum)",19," N/A","No"
3735,"","Cambridge Ave","Front","Cambridge Ave",2212,870404.192617749,1008588.44072022,38.6033752338,-90.3243473307,"Maple, Red (Acer rubrum)",5," N/A","No"
3108,"","Cherry Ave","Front","Cherry Ave",1679,871813.729952013,1010111.27348121,38.6075493092,-90.3194044142,"Hophornbeam, Eastern (Ostrya virginiana)",5," N/A","No"
3108,"","Cherry Ave","Front","Cherry Ave",1685,871816.258738844,1010124.50906456,38.6075856395,-90.3193954736,"Hornbeam, American (Carpinus caroliniana)",6," N/A","No"
3111,"","Cherry Ave","Front","Cherry Ave",1526,871791.251860396,1010167.5621456,38.6077039949,-90.3194826898,"Buckeye, Ohio (Aesculus glabra)",2," N/A","No"
3111,"","Cherry Ave","Front","Cherry Ave",1534,871789.233197951,1010146.45483582,38.6076460468,-90.3194898994,"Dogwood, Flowering (Cornus florida)",6," N/A","No"
3111,"","Cherry Ave","Front","Cherry Ave",1544,871784.871595749,1010119.48085685,38.6075720019,-90.3195053485,"Witch Hazel (Hamamelis virginiana)",1," N/A","No"
3118,"","Cherry Ave","Front","Cherry Ave",1668,871805.180689882,1010041.54142345,38.6073578766,-90.3194348125,"Maple, Freeman (Acer x freemanii)",10," N/A","No"
3126,"","Cherry Ave","Front","Cherry Ave",1648,871795.119465933,1009961.11988184,38.6071370995,-90.3194705753,"Maple, Silver (Acer saccharinum)",14," N/A","No"
3126,"","Cherry Ave","Front","Cherry Ave",1658,871798.650195553,1009984.53495359,38.6072013764,-90.3194580584,"Maple, Silver (Acer saccharinum)",16," N/A","No"
3129,"","Cherry Ave","Front","Cherry Ave",1555,871770.010171524,1009997.70934194,38.6072377069,-90.319558194,"Maple, Amur (Acer ginnala)",7," N/A","No"
3145,"","Cherry Ave","Front","Cherry Ave",1567,871742.213967968,1009841.43060233,38.6068087274,-90.3196565414,"Elm, Chinese (Ulmus parvifolia)",12," N/A","No"
3146,"","Cherry Ave","Front","Cherry Ave",1608,871758.287891103,1009722.38517966,38.6064817511,-90.3196011092,"Plum (Prunus species)",3," N/A","No"
3146,"","Cherry Ave","Front","Cherry Ave",1618,871760.80574668,1009741.21857611,38.6065334526,-90.3195921686,"Elm, Chinese (Ulmus parvifolia)",2," N/A","No"
3146,"","Cherry Ave","Front","Cherry Ave",1628,871761.286721913,1009756.48582186,38.6065753727,-90.3195903804,"Plum (Prunus species)",3," N/A","No"
3146,"","Cherry Ave","Front","Cherry Ave",1638,871765.842446683,1009778.37645542,38.6066354581,-90.3195742872,"Plum (Prunus species)",7," N/A","No"
3153,"","Cherry Ave","Front","Cherry Ave",1578,871731.654523603,1009754.39211323,38.6065697834,-90.3196940923,"Tulip Tree (Liriodendron tulipifera)",16," N/A","No"
3157,"","Cherry Ave","Front","Cherry Ave",1591,871726.123785737,1009708.58232176,38.606444023,-90.3197137617,"Maple, Sugar (Acer saccharum)",25," N/A","No"
3157,"","Cherry Ave","Front","Cherry Ave",1599,871719.52413449,1009686.68762511,38.6063839374,-90.3197370075,"Maple, Sugar (Acer saccharum)",26," N/A","No"
2500,"","Circle Dr","Side","Laclede Station Rd",642,868981.414047408,1013155.70947351,38.6159239706,-90.3292963905,"Pear, Callery (Pyrus calleryana)",22," N/A","No"
2509,"","Circle Dr","Front","Circle Dr",1972,868804.05063217,1013145.1319335,38.6158958294,-90.3299172206,"Apple (Malus species)",8,"Kellogg Park","No"
2509,"","Circle Dr","Front","Circle Dr",1978,868814.003068486,1013112.59719215,38.615806441,-90.3298825987,"Apple (Malus species)",6,"Kellogg Park","No"
2509,"","Circle Dr","Front","Circle Dr",1984,868785.155935556,1013129.24868094,38.6158523114,-90.3299834539,"Apple (Malus species)",4,"Kellogg Park","No"
2509,"","Circle Dr","Front","Circle Dr",2008,868787.383343384,1013087.70463468,38.6157382234,-90.3299759274,"Apple (Malus species)",4,"Kellogg Park","No"
2509,"","Circle Dr","Front","Westpoint Dr",2012,868764.989968258,1013103.08311929,38.6157805654,-90.330054203,"Apple (Malus species)",4,"Kellogg Park","No"
2510,"","Circle Dr","Rear","Laclede Station Rd",647,869002.42968085,1013070.1995025,38.6156890597,-90.3292233938,"Zelkova, Japanese (Zelkova serrata)",15," N/A","No"
2516,"","Circle Dr","Rear","Laclede Station Rd",663,869007.579433511,1013048.3301541,38.6156289819,-90.3292055124,"Zelkova, Japanese (Zelkova serrata)",8," N/A","No"
2516,"","Circle Dr","Rear","Laclede Station Rd",671,869014.772807056,1013026.46457544,38.615568904,-90.3291804785,"Zelkova, Japanese (Zelkova serrata)",9," N/A","No"
2517,"","Circle Dr","Front","Circle Dr",2004,868819.641898395,1013086.90773309,38.6157358711,-90.3298630298,"Hornbeam, American (Carpinus caroliniana)",1,"Kellogg Park","No"
2517,"","Circle Dr","Front","Circle Dr",2034,868766.39681864,1013040.12088168,38.6156076689,-90.3300496871,"Oak, Northern Red (Quercus rubra)",1,"Kellogg Park","No"
2529,"","Circle Dr","Front","Circle Dr",2006,868841.987675876,1013030.59804607,38.6155811354,-90.3297851865,"Maple, Sugar (Acer saccharum)",9,"Kellogg Park","No"
2529,"","Circle Dr","Front","Circle Dr",2011,868859.267695094,1012989.51009662,38.6154682232,-90.3297249744,"Maple, Sugar (Acer saccharum)",9,"Kellogg Park","No"
2529,"","Circle Dr","Front","Circle Dr",2037,868767.32361243,1013004.14262039,38.6155088708,-90.3300466765,"Maple, Freeman (Acer x freemanii)",1,"Kellogg Park","No"
2531,"","Circle Dr","Front","Westpoint Dr",2041,868710.719058436,1012680.64424748,38.6146208574,-90.3302468814,"Pine, Eastern White (Pinus strobus)",6,"Kellogg Park","No"
2536,"","Circle Dr","Front","Circle Dr",547,868931.919164791,1012814.06417168,38.6149860923,-90.3294718407,"Sycamore, American (Platanus occidentalis)",44," N/A","No"
2536,"","Circle Dr","Front","Circle Dr",556,868935.407684016,1012788.37045236,38.6149155216,-90.3294597983,"Sycamore, American (Platanus occidentalis)",32," N/A","No"
2538,"","Circle Dr","Rear","Laclede Station Rd",554,869103.955408619,1012770.97355503,38.6148668899,-90.328870013,"Elm, Chinese (Ulmus parvifolia)",10," N/A","No"
2554,"","Circle Dr","Front","Circle Dr",567,868892.745347753,1012601.10737151,38.6144015295,-90.3296103283,"Pear, Callery (Pyrus calleryana)",14," N/A","No"
2561,"","Circle Dr","Front","Circle Dr",635,868880.846279056,1012670.01409808,38.6145908026,-90.329651526,"Sweetgum, Common (Liquidambar styraciflua)",28," N/A","No"
2565,"","Circle Dr","Side","Westpoint Dr",633,868790.939015724,1012593.15213644,38.6143802033,-90.3299666885,"Sycamore, American (Platanus occidentalis)",32," N/A","No"
2600,"","Circle Dr","Front","Circle Dr",576,868896.22191751,1012581.83851858,38.614348601,-90.3295982859,"Pear, Callery (Pyrus calleryana)",19," N/A","No"
2600,"","Circle Dr","Front","Circle Dr",586,868899.707251237,1012557.85792546,38.6142827344,-90.3295862435,"Pear, Callery (Pyrus calleryana)",12," N/A","No"
2602,"","Circle Dr","Front","Circle Dr",596,868903.660859766,1012513.31780522,38.6141604106,-90.3295726958,"Sweetgum, Common (Liquidambar styraciflua)",16," N/A","No"
2602,"","Circle Dr","Front","Circle Dr",603,868905.412280452,1012496.61573996,38.6141145391,-90.3295666746,"Sweetgum, Common (Liquidambar styraciflua)",18," N/A","No"
2604,"","Circle Dr","Front","Circle Dr",614,868903.295162884,1012478.62145718,38.614065139,-90.3295742011,"Tulip Tree (Liriodendron tulipifera)",24," N/A","No"
2604,"","Circle Dr","Front","Circle Dr",623,868904.195920924,1012456.77768459,38.6140051532,-90.3295711905,"Tulip Tree (Liriodendron tulipifera)",31," N/A","No"
3004,"","Coleman Ave","Front","Coleman Ave",732,868294.935710965,1010225.84568823,38.6078822718,-90.3317178193,"Oak, Swamp White (Quercus bicolor)",2," N/A","No"
3004,"","Coleman Ave","Side","Bartold Ave",727,868295.607265982,1010254.70607226,38.6079615168,-90.331715284,"Oak, Swamp White (Quercus bicolor)",2," N/A","No"
3004,"","Coleman Ave","Side","Sunnen Dr",738,868328.278032838,1010172.22666515,38.6077348702,-90.3316014802,"Oak, Swamp White (Quercus bicolor)",2," N/A","No"
3004,"","Coleman Ave","Side","Sunnen Dr",744,868354.860122239,1010165.66014312,38.6077167051,-90.3315084972,"Oak, Swamp White (Quercus bicolor)",2," N/A","No"
3004,"","Coleman Ave","Side","Sunnen Dr",750,868372.731240238,1010157.54789849,38.6076943394,-90.3314460086,"Oak, Swamp White (Quercus bicolor)",2," N/A","No"
3004,"","Coleman Ave","Side","Sunnen Dr",757,868394.145965823,1010146.22388439,38.6076631365,-90.3313711397,"Oak, Swamp White (Quercus bicolor)",2," N/A","No"
3004,"","Coleman Ave","Side","Sunnen Dr",763,868458.797737808,1010112.25267596,38.6075695279,-90.3311451068,"Oak, Swamp White (Quercus bicolor)",2," N/A","No"
3004,"","Coleman Ave","Side","Sunnen Dr",770,868489.39590671,1010093.03184793,38.6075165944,-90.3310381512,"Oak, Swamp White (Quercus bicolor)",2," N/A","No"
3004,"","Coleman Ave","Side","Sunnen Dr",777,868519.988516225,1010076.85478906,38.6074720188,-90.3309311956,"Oak, Swamp White (Quercus bicolor)",2," N/A","No"
7521,"","Comfort Ave","Front","Comfort Ave",751,870386.558865345,1010974.76127563,38.6099279813,-90.3243930673,"Pear, Callery (Pyrus calleryana)",18," N/A","No"
7521,"","Comfort Ave","Front","Comfort Ave",756,870364.619081108,1010976.43278911,38.6099326864,-90.3244698377,"Pear, Callery (Pyrus calleryana)",16," N/A","No"
7522,"","Comfort Ave","Front","Comfort Ave",739,870362.534772474,1010941.73110654,38.6098374092,-90.3244773642,"Pear, Callery (Pyrus calleryana)",14," N/A","No"
7522,"","Comfort Ave","Front","Comfort Ave",745,870384.465573959,1010944.7716078,38.609845643,-90.3244005938,"Pear, Callery (Pyrus calleryana)",16," N/A","No"
7532,"","Comfort Ave","Front","Comfort Ave",734,870264.031337747,1010943.68482286,38.6098432905,-90.3248220781,"Maple, Red (Acer rubrum)",22," N/A","No"
7538,"","Comfort Ave","Front","Comfort Ave",729,870201.227734416,1010946.13527707,38.6098503481,-90.3250418521,"Linden, Littleleaf (Tilia cordata)",2," N/A","No"
7566,"","Comfort Ave","Front","Comfort Ave",724,869926.375081397,1010946.04135396,38.6098515243,-90.3260037395,"Maple, Silver (Acer saccharinum)",18," N/A","No"
7568,"","Comfort Ave","Front","Comfort Ave",720,869879.915573137,1010948.95192102,38.6098597582,-90.326166312,"Maple, Silver (Acer saccharinum)",32," N/A","No"
7600,"","Comfort Ave","Side","Oakland Ave",698,869774.312088364,1011045.95579033,38.6101266717,-90.3265352455,"Plum (Prunus species)",1," N/A","No"
7600,"","Comfort Ave","Side","Oakland Ave",706,869767.035149495,1011004.86959326,38.61001389,-90.3265609839,"Corktree, Amur (Phellodendron amurense)",8," N/A","No"
7608,"","Comfort Ave","Front","Comfort Ave",690,869565.631104639,1011127.96236112,38.6103529357,-90.3272650178,"Plum (Prunus species)",3," N/A","No"
7608,"","Comfort Ave","Front","Comfort Ave",838,869545.842934875,1011129.21023253,38.6103564645,-90.3273342617,"Plum (Prunus species)",4," N/A","No"
7609,"","Comfort Ave","Front","Comfort Ave",787,869703.638217348,1011161.63471458,38.6104446835,-90.3267818161,"Pear, Callery (Pyrus calleryana)",8," N/A","No"
7609,"","Comfort Ave","Front","Comfort Ave",794,869673.100183927,1011161.14875703,38.6104435072,-90.3268886925,"Maple, Silver (Acer saccharinum)",10," N/A","No"
7615,"","Comfort Ave","Front","Comfort Ave",800,869628.80542663,1011156.78164774,38.6104317447,-90.3270437385,"Maple, Red (Acer rubrum)",12," N/A","No"
7627,"","Comfort Ave","Front","Comfort Ave",808,869585.359617449,1011158.41329762,38.6104364497,-90.327195774,"Walnut, Black (Juglans nigra)",1," N/A","No"
7627,"","Comfort Ave","Front","Comfort Ave",815,869564.714444007,1011157.94608701,38.6104352735,-90.3272680284,"Walnut, Black (Juglans nigra)",1," N/A","No"
7627,"","Comfort Ave","Front","Comfort Ave",823,869517.399130515,1011158.71384343,38.610437626,-90.3274336115,"Maple, Sugar (Acer saccharum)",12," N/A","No"
7627,"","Comfort Ave","Front","Comfort Ave",830,869500.621858196,1011159.96740636,38.6104411547,-90.3274923183,"Maple, Sugar (Acer saccharum)",18," N/A","No"
7709,"","Comfort Ave","Front","Comfort Ave",637,869190.242676475,1011164.67858729,38.6104556875,-90.3285785136,"Redbud, Eastern (Cercis canadensis)",4," N/A","No"
7709,"","Comfort Ave","Front","Comfort Ave",649,869204.006658794,1011164.70428822,38.6104556875,-90.328530344,"Oak, Swamp White (Quercus bicolor)",3," N/A","No"
7709,"","Comfort Ave","Front","Comfort Ave",661,869220.352188056,1011164.30645578,38.6104545112,-90.3284731425,"Redbud, Eastern (Cercis canadensis)",7," N/A","No"
3420,"","Commonwealth Ave","Front","Commonwealth Ave",2255,872548.960543797,1008885.03074453,38.6041781418,-90.3168400109,"Maple, Red (Acer rubrum)",14," N/A","No"
3420,"","Commonwealth Ave","Front","Commonwealth Ave",2265,872577.16931785,1008908.17554497,38.6042415411,-90.3167411363,"Maple, Red (Acer rubrum)",11," N/A","No"
3424,"","Commonwealth Ave","Front","Commonwealth Ave",2245,872472.651133771,1008822.8281525,38.6040077558,-90.3171074791,"Zelkova, Japanese (Zelkova serrata)",6," N/A","No"
3425,"","Commonwealth Ave","Front","Commonwealth Ave",2275,872491.745766326,1008875.17621776,38.6041513952,-90.3170402951,"Pear, Callery (Pyrus calleryana)",14," N/A","No"
3425,"","Commonwealth Ave","Front","Commonwealth Ave",2285,872480.896477625,1008866.1356419,38.6041266298,-90.3170783238,"Pear, Callery (Pyrus calleryana)",14," N/A","No"
3426,"","Commonwealth Ave","Front","Commonwealth Ave",2235,872435.405490578,1008789.92489722,38.6039176096,-90.3172380442,"Maple, Red (Acer rubrum)",21," N/A","No"
3428,"","Commonwealth Ave","Front","Commonwealth Ave",2227,872415.878820265,1008772.56957658,38.6038700599,-90.3173064957,"Chery, Japanese Flowering (Prunus serrulata)",7," N/A","No"
3429,"","Commonwealth Ave","Front","Commonwealth Ave",2295,872454.131515058,1008845.51909548,38.6040701647,-90.3171721278,"Chery, Japanese Flowering (Prunus serrulata)",11," N/A","No"
3435,"","Commonwealth Ave","Front","Commonwealth Ave",2305,872438.221578901,1008831.05706759,38.60403054,-90.3172279032,"Pear, Callery (Pyrus calleryana)",13," N/A","No"
3435,"","Commonwealth Ave","Front","Commonwealth Ave",2315,872424.840868418,1008819.8468959,38.6039998309,-90.3172748052,"Pear, Callery (Pyrus calleryana)",12," N/A","No"
3441,"","Commonwealth Ave","Front","Commonwealth Ave",2325,872357.21909356,1008760.54786067,38.6038373695,-90.3175118505,"Hophornbeam, Eastern (Ostrya virginiana)",5," N/A","No"
3445,"","Commonwealth Ave","Front","Commonwealth Ave",2335,872300.07630344,1008714.25705016,38.6037105701,-90.3177121347,"Hophornbeam, Eastern (Ostrya virginiana)",6," N/A","No"
3445,"","Commonwealth Ave","Front","Commonwealth Ave",2343,872280.557362022,1008692.93342752,38.6036521234,-90.3177805863,"Hophornbeam, Eastern (Ostrya virginiana)",7," N/A","No"
3447,"","Commonwealth Ave","Front","Commonwealth Ave",2352,872258.136854265,1008673.40785297,38.6035986298,-90.3178591789,"Serviceberry (Amelanchier species)",3," N/A","Yes"
3448,"","Commonwealth Ave","Front","Commonwealth Ave",2217,872288.059147905,1008666.16181397,38.6035785697,-90.3177545209,"Redbud, Eastern (Cercis canadensis)",3," N/A","No"
3450,"","Commonwealth Ave","Front","Commonwealth Ave",2208,872259.175166825,1008640.73846953,38.6035089164,-90.3178557722,"Maple, Japanese (Acer palmatum)",1," N/A","No"
3505,"","Commonwealth Ave","Front","Commonwealth Ave",2362,872143.829655554,1008591.28847475,38.603373758,-90.3182597474,"Zelkova, Japanese (Zelkova serrata)",11," N/A","No"
3505,"","Commonwealth Ave","Front","Commonwealth Ave",2372,872130.078594263,1008584.04601779,38.6033539455,-90.318307917,"Zelkova, Japanese (Zelkova serrata)",10," N/A","No"
3517,"","Commonwealth Ave","Front","Commonwealth Ave",2382,871999.815349353,1008510.19299836,38.6031518575,-90.3187642609,"Maple, Red (Acer rubrum)",26," N/A","No"
3519,"","Commonwealth Ave","Front","Commonwealth Ave",2391,871972.317324932,1008493.54362414,38.6031062885,-90.3188606002,"Maple, Red (Acer rubrum)",18," N/A","No"
3519,"","Commonwealth Ave","Front","Commonwealth Ave",2401,871956.036126448,1008483.41013217,38.6030785509,-90.3189176432,"Maple, Red (Acer rubrum)",22," N/A","No"
3520,"","Commonwealth Ave","Front","Commonwealth Ave",2118,871935.123915402,1008433.58345662,38.6029418438,-90.3189911653,"Maple, Red (Acer rubrum)",20," N/A","No"
3520,"","Commonwealth Ave","Front","Commonwealth Ave",2129,871948.872975169,1008441.90814058,38.6029646283,-90.3189429956,"Maple, Red (Acer rubrum)",11," N/A","No"
3525,"","Commonwealth Ave","Front","Commonwealth Ave",2412,871899.227271985,1008450.82941866,38.6029893941,-90.3191166598,"Maple, Red (Acer rubrum)",11," N/A","No"
3525,"","Commonwealth Ave","Front","Commonwealth Ave",2423,871876.794909661,1008437.07620137,38.6029517501,-90.3191952524,"Sycamore, American (Platanus occidentalis)",31," N/A","No"
3540,"","Commonwealth Ave","Front","Commonwealth Ave",2108,871831.270192514,1008376.73888817,38.6027863144,-90.3193549728,"Hophornbeam, Eastern (Ostrya virginiana)",7," N/A","No"
3541,"","Commonwealth Ave","Front","Commonwealth Ave",2433,871807.317098231,1008399.41998343,38.6028487244,-90.3194386358,"Maple, Red (Acer rubrum)",14," N/A","No"
3541,"","Commonwealth Ave","Front","Commonwealth Ave",2445,871783.439194974,1008383.86015246,38.6028061271,-90.3195222989,"Maple, Red (Acer rubrum)",12," N/A","No"
3546,"","Commonwealth Ave","Front","Commonwealth Ave",2089,871770.488971719,1008337.65672944,38.6026793259,-90.3195679333,"Serviceberry (Amelanchier species)",3," N/A","Yes"
3546,"","Commonwealth Ave","Front","Commonwealth Ave",2098,871792.922183671,1008351.04914272,38.6027159794,-90.3194893407,"Serviceberry (Amelanchier species)",2," N/A","Yes"
3547,"","Commonwealth Ave","Front","Commonwealth Ave",2453,871730.611812412,1008352.73056315,38.6027209325,-90.3197073717,"Zelkova, Japanese (Zelkova serrata)",12," N/A","No"
3550,"","Commonwealth Ave","Front","Commonwealth Ave",2064,871712.9550732,1008305.07481897,38.6025901686,-90.3197694852,"Redbud, Eastern (Cercis canadensis)",6," N/A","Yes"
3550,"","Commonwealth Ave","Front","Commonwealth Ave",2078,871744.798326415,1008322.81486803,38.6026387098,-90.3196579345,"Redbud, Eastern (Cercis canadensis)",8," N/A","No"
3559,"","Commonwealth Ave","Front","Commonwealth Ave",2466,871644.125519962,1008306.02212245,38.6025931405,-90.3200103334,"Oak, Chinkapin (Quercus muehlenbergii)",14," N/A","No"
3561,"","Commonwealth Ave","Front","Commonwealth Ave",2057,871611.199669095,1008286.11546627,38.6025386555,-90.320125687,"Oak, Shingle (Quercus imbricaria)",29," N/A","No"
3561,"","Commonwealth Ave","Side","Kensington Ave",2309,871563.541148381,1008293.84800803,38.6025601447,-90.320292405,"Hophornbeam, Eastern (Ostrya virginiana)",6," N/A","No"
3600,"X","Commonwealth Ave","Front","Commonwealth Ave",2188,871505.101651744,1008205.62479093,38.6023182041,-90.3204975052,"Pear, Callery (Pyrus calleryana)",14," N/A","No"
3600,"X","Commonwealth Ave","Front","Commonwealth Ave",2199,871525.86834305,1008214.59438409,38.6023427225,-90.3204247753,"Pear, Callery (Pyrus calleryana)",18," N/A","No"
3600,"X","Commonwealth Ave","Side","Kensington Ave",2239,871569.642713835,1008202.38079165,38.6023089497,-90.3202716802,"Maple, Sugar (Acer saccharum)",10," N/A","No"
3600,"X","Commonwealth Ave","Side","Kensington Ave",2248,871582.009392192,1008176.79049231,38.6022386142,-90.3202285811,"Maple, Sugar (Acer saccharum)",12," N/A","No"
3600,"X","Commonwealth Ave","Side","Kensington Ave",2258,871607.470146009,1008124.16817572,38.6020939804,-90.3201398476,"Maple, Norway (Acer platanoides)",10," N/A","No"
3600,"X","Commonwealth Ave","Side","Kensington Ave",2268,871619.836897801,1008098.57781819,38.6020236446,-90.3200967484,"Maple, Norway (Acer platanoides)",15," N/A","No"
3600,"","Commonwealth Ave","Front","Kensington Ave",1736,871603.173638913,1008098.61572652,38.6020238383,-90.3201550573,"Hawthorn (Crataegus species)",6,"Greenwood Park","No"
3600,"","Commonwealth Ave","Front","Kensington Ave",1745,871595.237056223,1008093.32393885,38.6020093502,-90.3201828658,"Hawthorn (Crataegus species)",6,"Greenwood Park","No"
3600,"","Commonwealth Ave","Front","Kensington Ave",1757,871585.23843695,1008088.90749021,38.6019972767,-90.3202178838,"Hawthorn (Crataegus species)",6,"Greenwood Park","No"
3600,"","Commonwealth Ave","Front","Kensington Ave",1767,871555.828352244,1008077.12493392,38.6019650807,-90.3203208781,"Hawthorn (Crataegus species)",6,"Greenwood Park","No"
3600,"","Commonwealth Ave","Front","Kensington Ave",1782,871530.492436453,1008089.09349618,38.6019980816,-90.3204094532,"Hawthorn (Crataegus species)",6,"Greenwood Park","No"
3600,"","Commonwealth Ave","Front","Kensington Ave",1787,871527.520473814,1008103.7439228,38.6020383265,-90.3204197526,"Hawthorn (Crataegus species)",6,"Greenwood Park","No"
3600,"","Commonwealth Ave","Front","Kensington Ave",1793,871523.960427779,1008118.10006717,38.6020777665,-90.3204321119,"Hawthorn (Crataegus species)",6,"Greenwood Park","No"
